ticket_id,industry,category,priority,sentiment,title,description,created_date,channel,resolution_time_hours
TKT-000431,E-Commerce / Retail,billing,medium,negative,Subscription charge I never authorised,"A $35/month charge appeared on my statement. I never signed up for any subscription. Please cancel and refund all 3 months.

Regards,",2025-12-14,web,24
TKT-000433,E-Commerce / Retail,technical,medium,neutral,Product images broken on all pages,"Good morning,

All images show broken icons on Safari v122 on Windows 11. Cleared cache.",2025-07-16,email,96
TKT-000436,E-Commerce / Retail,billing,medium,neutral,Tax charged on tax-exempt account — order ORD-9272875,"My tax exemption certificate is on file but order ORD-9272875 still shows $25 in sales tax. Please reverse.

Thank you,",2025-11-16,web,12
TKT-000437,E-Commerce / Retail,technical,medium,neutral,Payment page 504 Gateway Timeout,"Dear support team,

Every time I click 'Proceed to Payment' I get a 504 error after ~30s. Tried Firefox and mobile.

Thanks,",2025-10-08,chat,8
TKT-000440,E-Commerce / Retail,delivery,high,neutral,Package ORD-8399551 marked delivered but missing,"Hi,

DHL shows order ORD-8399551 delivered 2026-02-10 but nothing is at my door or with neighbours. Tracking: 1Z7009962442.

Thank you,",2025-02-15,mobile,8
TKT-000450,E-Commerce / Retail,delivery,medium,negative,Wrong item in order ORD-3316987,"Hey,

I ordered a size L navy jacket but received the wrong size in order ORD-3316987. 

Looking forward to your response.",2025-07-25,mobile,48
TKT-000452,E-Commerce / Retail,delivery,high,negative,Wrong item in order ORD-5392793,"Hi there,

I ordered a size L black jacket but received the wrong size in order ORD-5392793.

Thank you,",2025-10-03,mobile,4
TKT-000453,E-Commerce / Retail,account,medium,positive,Cannot update delivery address — reverts on save,"Hi,

Every time I update my default address it reverts to the old one.

Please help ASAP.",2025-08-15,email,24
TKT-000454,E-Commerce / Retail,technical,medium,neutral,Wishlist items disappear after logout,I save items to my wishlist but every time I log out and back in the wishlist is empty.,2025-02-16,email,72
TKT-000457,E-Commerce / Retail,technical,medium,positive,Product images broken on all pages,"Hi there,

All images show broken icons on Safari v120 on iOS 17. Cleared cache.

Please help ASAP.",2025-09-24,mobile,48
TKT-000461,E-Commerce / Retail,delivery,high,negative,Wrong item in order ORD-9007564,"Dear support team,

I ordered a size M black jacket but received the wrong colour in order ORD-9007564.

Looking forward to your response.",2025-02-16,mobile,4
TKT-000462,E-Commerce / Retail,delivery,medium,neutral,Package ORD-1182174 delivered to someone else,"Hi,

Delivery photo shows my package left at a different house. My address is clearly on the label.

Thank you,",2025-04-24,mobile,24
TKT-000464,E-Commerce / Retail,billing,low,neutral,Price mismatch between cart and final checkout,"Product showed $447 in cart but jumped to $468 at final checkout. I expected the advertised price.

Thank you,",2025-09-27,chat,48
TKT-000471,E-Commerce / Retail,technical,medium,neutral,Search returns zero results for existing products,"Hey,

Searching 'running shoes' returns nothing, yet these products appear on the homepage.

Thanks,",2025-12-07,email,8
TKT-000475,E-Commerce / Retail,delivery,high,neutral,Order ORD-7276037 stuck in transit 10 days,"Hello,

Order ORD-7276037 has shown 'In Transit' on USPS for 8 days. Last scan: Chicago hub.

Looking forward to your response.",2025-10-18,web,1
TKT-000481,E-Commerce / Retail,technical,medium,positive,Cannot add items to cart — page keeps reloading,"Hey,

Every 'Add to Cart' click reloads the page and leaves the cart empty. Tried Firefox on iOS 17.

Thank you,",2025-08-18,mobile,72
TKT-000485,E-Commerce / Retail,delivery,high,neutral,Damaged item in order ORD-5607256,"The item in order ORD-5607256 arrived with a broken outer box. Product inside is unusable. I have photos.

I expect a quick resolution.",2025-12-05,email,24
TKT-000492,E-Commerce / Retail,technical,medium,neutral,Entire order history disappeared after app update,"Hi there,

After updating to v4.2.0 on 2026-02-11, all 75 past orders are gone.",2025-09-11,mobile,12
TKT-000495,E-Commerce / Retail,technical,high,positive,Checkout form validation loop — address rejected,"Checkout keeps saying my address is invalid. I've tried 10 times.

Looking forward to your response.",2025-06-06,web,12
TKT-000498,E-Commerce / Retail,technical,medium,neutral,Cannot add items to cart — page keeps reloading,"To whom it may concern,

Every 'Add to Cart' click reloads the page and leaves the cart empty. Tried Chrome on macOS Sonoma.

Best,",2025-03-11,web,72
TKT-000505,E-Commerce / Retail,delivery,low,negative,Order ORD-7414188 delivered to wrong address,"Hi there,

DHL shows order ORD-7414188 delivered to wrong zip code. My correct address is on the confirmation. I need this resolved immediately.

Thanks,",2025-02-13,web,72
TKT-000506,E-Commerce / Retail,billing,high,negative,Subscription charge I never authorised,"Hi there,

A $54/month charge appeared on my statement. I never signed up for any subscription. Please cancel and refund all 5 months. I need this resolved immediately.",2025-03-09,web,8
TKT-000508,E-Commerce / Retail,technical,medium,neutral,App crashes at payment on Windows 11,"Hi there,

The app crashes every time I reach the payment screen. Reinstalled twice. Version 4.2.0.",2025-06-15,email,24
TKT-000510,E-Commerce / Retail,account,medium,neutral,Account shows wrong order count,"Good afternoon,

My account summary says I have 16 orders but I've actually placed 51.

Please help ASAP.",2026-01-22,web,96
TKT-000511,E-Commerce / Retail,technical,low,positive,Wishlist items disappear after logout,"Dear support team,

I save items to my wishlist but every time I log out and back in the wishlist is empty.",2025-10-28,mobile,168
TKT-000512,E-Commerce / Retail,delivery,high,neutral,Order ORD-8768746 delivered to wrong address,"Good afternoon,

FedEx shows order ORD-8768746 delivered to wrong zip code. My correct address is on the confirmation.",2025-11-23,web,4
TKT-000513,E-Commerce / Retail,technical,high,neutral,Payment page 504 Gateway Timeout,"Good morning,

Every time I click 'Proceed to Payment' I get a 504 error after ~30s. Tried Edge and mobile.

Please help ASAP.",2025-10-27,chat,8
TKT-000516,E-Commerce / Retail,billing,high,neutral,Tax charged on tax-exempt account — order ORD-8865324,"Hi there,

My tax exemption certificate is on file but order ORD-8865324 still shows $33 in sales tax. Please reverse.

Please help ASAP.",2025-08-15,mobile,4
TKT-000517,E-Commerce / Retail,delivery,high,neutral,Missing items from order ORD-2344402,"Hey,

I'm having a serious issue — i received the box for order ORD-2344402 but only 2 of 5 items were inside. ",2025-05-05,mobile,48
TKT-000520,E-Commerce / Retail,technical,high,neutral,Product images broken on all pages,"All images show broken icons on Safari v112 on Windows 11. Cleared cache.

Please help ASAP.",2025-10-09,web,8
TKT-000521,E-Commerce / Retail,account,high,neutral,Account shows wrong order count,"Hey,

My account summary says I have 18 orders but I've actually placed 35.

Looking forward to your response.",2025-06-12,web,4
TKT-000531,E-Commerce / Retail,technical,medium,negative,Wishlist items disappear after logout,"I save items to my wishlist but every time I log out and back in the wishlist is empty.

Please help ASAP.",2025-07-11,chat,96
TKT-000532,E-Commerce / Retail,delivery,high,negative,Return pickup for ORD-1794574 never scheduled,"This is unacceptable — i requested a return pickup for order ORD-1794574 on 2026-02-10 but no one has contacted me to arrange it. I am very frustrated.

Looking forward to your response.",2025-12-03,email,4
TKT-000534,E-Commerce / Retail,billing,high,positive,Gift card balance ignored at checkout,"Hello,

My $740 gift card (GC-649623) was not deducted at checkout. I was charged the full amount.

Please help ASAP.",2025-09-26,chat,12
TKT-000537,E-Commerce / Retail,account,low,negative,Account shows wrong order count,"Hey,

My account summary says I have 11 orders but I've actually placed 64.",2025-09-20,mobile,120
TKT-000538,E-Commerce / Retail,billing,high,neutral,Return pickup for ORD-4460222 never scheduled,"Good afternoon,

This is unacceptable — i requested a return pickup for order ORD-4460222 on 2026-02-10 but no one has contacted me to arrange it.",2026-01-11,web,12
TKT-000539,E-Commerce / Retail,technical,medium,neutral,Checkout form validation loop — address rejected,"To whom it may concern,

Checkout keeps saying my address is invalid. I've tried 18 times.

Thanks,",2025-11-29,mobile,72
TKT-000542,E-Commerce / Retail,account,low,neutral,Account suspended without notification,"Hey,

I logged in to find my account suspended. No email, no warning. I have 19 pending orders.

Thank you,",2025-08-12,email,24
TKT-000546,E-Commerce / Retail,billing,low,negative,Gift card balance ignored at checkout,"Hey,

My $162 gift card (GC-374810) was not deducted at checkout. I was charged the full amount. ",2025-08-04,web,96
TKT-000550,E-Commerce / Retail,billing,high,neutral,Cancelled order ORD-6536856 but still charged,"Hi,

I cancelled order ORD-6536856 within 19 minutes of placing it but was still charged $434.",2025-05-28,web,8
TKT-000553,E-Commerce / Retail,billing,medium,negative,Price mismatch between cart and final checkout,"Good morning,

I can't believe that product showed $539 in cart but jumped to $550 at final checkout. I expected the advertised price. 

Best,",2025-09-13,chat,12
TKT-000556,E-Commerce / Retail,account,medium,neutral,Cannot update delivery address — reverts on save,"Every time I update my default address it reverts to the old one.

I expect a quick resolution.",2025-03-10,web,8
TKT-000559,E-Commerce / Retail,delivery,low,negative,Missing items from order ORD-7494787,"Hi,

I received the box for order ORD-7494787 but only 2 of 6 items were inside. 

Thanks,",2025-10-03,web,120
TKT-000563,E-Commerce / Retail,billing,high,neutral,Cancelled order ORD-1102663 but still charged,I cancelled order ORD-1102663 within 8 minutes of placing it but was still charged $195.,2025-09-26,web,24
TKT-000564,E-Commerce / Retail,account,high,negative,Email change request never confirmed,"To whom it may concern,

I requested an email change on 2026-02-01. The confirmation never arrived.",2026-02-09,web,4
TKT-000566,E-Commerce / Retail,technical,medium,neutral,App crashes at payment on iOS 17,"The app crashes every time I reach the payment screen. Reinstalled twice. Version 4.2.0.

Thank you,",2025-10-26,chat,24
TKT-000569,E-Commerce / Retail,account,low,negative,Email change request never confirmed,"I requested an email change on 2026-02-09. The confirmation never arrived. I am very frustrated.

Looking forward to your response.",2025-02-23,email,120
TKT-000570,E-Commerce / Retail,delivery,high,neutral,Damaged item in order ORD-6467356,"The item in order ORD-6467356 arrived with a soaked outer box. Product inside is unusable. I have photos.

Please help ASAP.",2025-10-02,web,12
TKT-000572,E-Commerce / Retail,account,medium,neutral,Loyalty points dropped to zero after app update,"Hi there,

I had 3303 points. After the app updated on 2026-02-09 they all vanished.

Regards,",2025-09-11,web,96
TKT-000573,E-Commerce / Retail,technical,medium,neutral,Discount vanishes between cart and checkout,"Dear support team,

A 21% discount shows correctly in my cart but disappears at checkout.

I expect a quick resolution.",2025-08-13,email,8
TKT-000574,E-Commerce / Retail,account,medium,neutral,Password reset email not arriving,"Good morning,

Clicked 'Forgot Password' 5 times. No reset email arrives. Checked spam.",2026-01-27,web,12
TKT-000581,E-Commerce / Retail,billing,high,negative,Price mismatch between cart and final checkout,I'm having a serious issue — product showed $586 in cart but jumped to $630 at final checkout. I expected the advertised price.,2026-01-17,email,4
TKT-000583,E-Commerce / Retail,account,medium,neutral,Email change request never confirmed,"I requested an email change on 2026-02-11. The confirmation never arrived.

Regards,",2025-10-20,mobile,96
TKT-000587,E-Commerce / Retail,delivery,medium,negative,Package ORD-2073326 marked delivered but missing,"Dear support team,

USPS shows order ORD-2073326 delivered 2026-02-10 but nothing is at my door or with neighbours. Tracking: 1Z1591847646. I need this resolved immediately.",2025-12-21,email,24
TKT-000589,E-Commerce / Retail,technical,low,positive,Product images broken on all pages,"Hi,

All images show broken icons on Safari v121 on Android 14. Cleared cache.

Please help ASAP.",2025-05-30,web,168
